"Geslacht";"Type werkenden";"Bedrijfstakken/branches (SBI 2008)";"Perioden";"Werkzame personen (x 1 000)";"Banen (x 1 000)";"Arbeidsjaren (x 1 000)";"Gewerkte uren (mln uren)"
"Mannen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2012";"     632";"     641";"     604";"    1069"
"Mannen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2013";"     622";"     630";"     595";"    1065"
"Mannen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2014";"     617";"     625";"     590";"    1064"
"Mannen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2015";"     617";"     625";"     590";"    1055"
"Mannen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2016";"     618";"     626";"     592";"    1057"
"Mannen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2017*";"     622";"     630";"     595";"    1060"
"Mannen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2018*";"     634";"     642";"     606";"    1075"
"Mannen";"Werknemers";"C Industrie";"2008";"     631";"     639";"     602";"    1051"
"Mannen";"Werknemers";"C Industrie";"2009";"     609";"     617";"     582";"     994"
"Mannen";"Werknemers";"C Industrie";"2010";"     592";"     599";"     568";"     995"
"Mannen";"Werknemers";"C Industrie";"2011";"     586";"     594";"     560";"     993"
"Mannen";"Werknemers";"C Industrie";"2012";"     578";"     586";"     552";"     973"
"Mannen";"Werknemers";"C Industrie";"2013";"     567";"     574";"     542";"     965"
"Mannen";"Werknemers";"C Industrie";"2014";"     562";"     569";"     536";"     963"
"Mannen";"Werknemers";"C Industrie";"2015";"     562";"     569";"     537";"     956"
"Mannen";"Werknemers";"C Industrie";"2016";"     563";"     571";"     538";"     959"
"Mannen";"Werknemers";"C Industrie";"2017*";"     568";"     575";"     543";"     960"
"Mannen";"Werknemers";"C Industrie";"2018*";"     578";"     586";"     552";"     973"
"Mannen";"Werknemers";"D Energievoorziening";"2008";"      21";"      21";"      20";"      34"
"Mannen";"Werknemers";"D Energievoorziening";"2009";"      20";"      20";"      19";"      33"
"Mannen";"Werknemers";"D Energievoorziening";"2010";"      20";"      20";"      20";"      34"
"Mannen";"Werknemers";"D Energievoorziening";"2011";"      20";"      20";"      19";"      34"
"Mannen";"Werknemers";"D Energievoorziening";"2012";"      20";"      20";"      19";"      33"
"Mannen";"Werknemers";"D Energievoorziening";"2013";"      20";"      20";"      20";"      34"
"Mannen";"Werknemers";"D Energievoorziening";"2014";"      20";"      20";"      19";"      34"
"Mannen";"Werknemers";"D Energievoorziening";"2015";"      20";"      20";"      19";"      34"
"Mannen";"Werknemers";"D Energievoorziening";"2016";"      20";"      20";"      19";"      33"
"Mannen";"Werknemers";"D Energievoorziening";"2017*";"      20";"      20";"      19";"      35"
"Mannen";"Werknemers";"D Energievoorziening";"2018*";"      20";"      20";"      20";"      36"
"Mannen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2008";"      25";"      25";"      24";"      45"
"Mannen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2009";"      26";"      26";"      25";"      47"
"Mannen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2010";"      26";"      27";"      26";"      50"
"Mannen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2011";"      27";"      27";"      26";"      50"
"Mannen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2012";"      27";"      27";"      26";"      49"
"Mannen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2013";"      26";"      27";"      26";"      49"
"Mannen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2014";"      26";"      27";"      26";"      50"
"Mannen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2015";"      26";"      27";"      25";"      49"
"Mannen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2016";"      27";"      27";"      26";"      49"
"Mannen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2017*";"      27";"      28";"      27";"      51"
"Mannen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2018*";"      28";"      29";"      28";"      53"
"Mannen";"Werknemers";"F Bouwnijverheid";"2008";"     350";"     355";"     330";"     580"
"Mannen";"Werknemers";"F Bouwnijverheid";"2009";"     342";"     347";"     323";"     568"
"Mannen";"Werknemers";"F Bouwnijverheid";"2010";"     329";"     334";"     314";"     551"
"Mannen";"Werknemers";"F Bouwnijverheid";"2011";"     323";"     327";"     309";"     552"
"Mannen";"Werknemers";"F Bouwnijverheid";"2012";"     310";"     314";"     296";"     525"
"Mannen";"Werknemers";"F Bouwnijverheid";"2013";"     282";"     286";"     270";"     485"
"Mannen";"Werknemers";"F Bouwnijverheid";"2014";"     265";"     269";"     254";"     466"
"Mannen";"Werknemers";"F Bouwnijverheid";"2015";"     260";"     263";"     250";"     453"
"Mannen";"Werknemers";"F Bouwnijverheid";"2016";"     259";"     262";"     249";"     450"
"Mannen";"Werknemers";"F Bouwnijverheid";"2017*";"     266";"     270";"     257";"     465"
"Mannen";"Werknemers";"F Bouwnijverheid";"2018*";"     275";"     279";"     265";"     478"
"Mannen";"Werknemers";"G-I Handel, vervoer en horeca";"2008";"    1091";"    1143";"     905";"    1624"
"Mannen";"Werknemers";"G-I Handel, vervoer en horeca";"2009";"    1080";"    1132";"     890";"    1598"
"Mannen";"Werknemers";"G-I Handel, vervoer en horeca";"2010";"    1067";"    1119";"     874";"    1587"
"Mannen";"Werknemers";"G-I Handel, vervoer en horeca";"2011";"    1088";"    1141";"     881";"    1611"
"Mannen";"Werknemers";"G-I Handel, vervoer en horeca";"2012";"    1089";"    1141";"     875";"    1590"
"Mannen";"Werknemers";"G-I Handel, vervoer en horeca";"2013";"    1077";"    1126";"     864";"    1570"
"Mannen";"Werknemers";"G-I Handel, vervoer en horeca";"2014";"    1074";"    1123";"     855";"    1564"
"Mannen";"Werknemers";"G-I Handel, vervoer en horeca";"2015";"    1089";"    1140";"     866";"    1576"
"Mannen";"Werknemers";"G-I Handel, vervoer en horeca";"2016";"    1112";"    1164";"     889";"    1626"
"Mannen";"Werknemers";"G-I Handel, vervoer en horeca";"2017*";"    1141";"    1194";"     915";"    1659"
"Mannen";"Werknemers";"G-I Handel, vervoer en horeca";"2018*";"    1176";"    1231";"     942";"    1703"
"Mannen";"Werknemers";"G Handel";"2008";"     667";"     689";"     557";"     980"
"Mannen";"Werknemers";"G Handel";"2009";"     662";"     683";"     549";"     966"
"Mannen";"Werknemers";"G Handel";"2010";"     654";"     675";"     538";"     958"
"Mannen";"Werknemers";"G Handel";"2011";"     665";"     687";"     541";"     971"
"Mannen";"Werknemers";"G Handel";"2012";"     667";"     689";"     539";"     964"
"Mannen";"Werknemers";"G Handel";"2013";"     658";"     679";"     530";"     950"
"Mannen";"Werknemers";"G Handel";"2014";"     656";"     676";"     523";"     944"
"Mannen";"Werknemers";"G Handel";"2015";"     665";"     687";"     529";"     950"
"Mannen";"Werknemers";"G Handel";"2016";"     677";"     700";"     542";"     977"
"Mannen";"Werknemers";"G Handel";"2017*";"     694";"     717";"     558";"     994"
"Mannen";"Werknemers";"G Handel";"2018*";"     713";"     737";"     573";"    1019"
"Mannen";"Werknemers";"H Vervoer en opslag";"2008";"     288";"     301";"     260";"     494"
"Mannen";"Werknemers";"H Vervoer en opslag";"2009";"     282";"     296";"     253";"     481"
"Mannen";"Werknemers";"H Vervoer en opslag";"2010";"     276";"     289";"     247";"     476"
"Mannen";"Werknemers";"H Vervoer en opslag";"2011";"     279";"     292";"     247";"     479"
"Mannen";"Werknemers";"H Vervoer en opslag";"2012";"     274";"     287";"     242";"     465"
"Mannen";"Werknemers";"H Vervoer en opslag";"2013";"     270";"     281";"     238";"     457"
"Mannen";"Werknemers";"H Vervoer en opslag";"2014";"     265";"     276";"     234";"     452"
"Mannen";"Werknemers";"H Vervoer en opslag";"2015";"     263";"     275";"     234";"     450"
"Mannen";"Werknemers";"H Vervoer en opslag";"2016";"     265";"     277";"     239";"     462"
"Mannen";"Werknemers";"H Vervoer en opslag";"2017*";"     269";"     280";"     243";"     466"
"Mannen";"Werknemers";"H Vervoer en opslag";"2018*";"     276";"     288";"     250";"     476"
"Mannen";"Werknemers";"I Horeca";"2008";"     136";"     154";"      89";"     150"
"Mannen";"Werknemers";"I Horeca";"2009";"     136";"     153";"      88";"     150"
"Mannen";"Werknemers";"I Horeca";"2010";"     137";"     155";"      89";"     152"
"Mannen";"Werknemers";"I Horeca";"2011";"     144";"     162";"      93";"     161"
"Mannen";"Werknemers";"I Horeca";"2012";"     147";"     165";"      94";"     161"
"Mannen";"Werknemers";"I Horeca";"2013";"     149";"     166";"      95";"     163"
"Mannen";"Werknemers";"I Horeca";"2014";"     154";"     170";"      97";"     168"
"Mannen";"Werknemers";"I Horeca";"2015";"     161";"     179";"     102";"     176"
"Mannen";"Werknemers";"I Horeca";"2016";"     170";"     188";"     108";"     187"
"Mannen";"Werknemers";"I Horeca";"2017*";"     178";"     197";"     114";"     198"
"Mannen";"Werknemers";"I Horeca";"2018*";"     186";"     206";"     120";"     208"
"Mannen";"Werknemers";"J Informatie en communicatie";"2008";"     171";"     176";"     164";"     289"
"Mannen";"Werknemers";"J Informatie en communicatie";"2009";"     168";"     173";"     162";"     285"
"Mannen";"Werknemers";"J Informatie en communicatie";"2010";"     162";"     167";"     155";"     277"
"Mannen";"Werknemers";"J Informatie en communicatie";"2011";"     164";"     169";"     157";"     281"
"Mannen";"Werknemers";"J Informatie en communicatie";"2012";"     165";"     170";"     158";"     282"
"Mannen";"Werknemers";"J Informatie en communicatie";"2013";"     163";"     168";"     156";"     279"
"Mannen";"Werknemers";"J Informatie en communicatie";"2014";"     166";"     170";"     159";"     287"
"Mannen";"Werknemers";"J Informatie en communicatie";"2015";"     170";"     175";"     163";"     294"
"Mannen";"Werknemers";"J Informatie en communicatie";"2016";"     175";"     180";"     168";"     302"
"Mannen";"Werknemers";"J Informatie en communicatie";"2017*";"     185";"     190";"     177";"     315"
"Mannen";"Werknemers";"J Informatie en communicatie";"2018*";"     193";"     197";"     184";"     327"
"Mannen";"Werknemers";"K Financiële dienstverlening";"2008";"     142";"     149";"     141";"     240"
"Mannen";"Werknemers";"K Financiële dienstverlening";"2009";"     141";"     147";"     140";"     237"
"Mannen";"Werknemers";"K Financiële dienstverlening";"2010";"     138";"     142";"     135";"     232"
"Mannen";"Werknemers";"K Financiële dienstverlening";"2011";"     135";"     140";"     133";"     229"
"Mannen";"Werknemers";"K Financiële dienstverlening";"2012";"     133";"     136";"     130";"     222"
"Mannen";"Werknemers";"K Financiële dienstverlening";"2013";"     130";"     132";"     126";"     217"
"Mannen";"Werknemers";"K Financiële dienstverlening";"2014";"     126";"     128";"     121";"     211"
"Mannen";"Werknemers";"K Financiële dienstverlening";"2015";"     121";"     124";"     118";"     204"
"Mannen";"Werknemers";"K Financiële dienstverlening";"2016";"     118";"     121";"     115";"     199"
"Mannen";"Werknemers";"K Financiële dienstverlening";"2017*";"     114";"     117";"     111";"     193"
"Mannen";"Werknemers";"K Financiële dienstverlening";"2018*";"     112";"     115";"     108";"     189"
"Mannen";"Werknemers";"L Verhuur en handel van onroerend goed";"2008";"      38";"      40";"      35";"      59"
"Mannen";"Werknemers";"L Verhuur en handel van onroerend goed";"2009";"      38";"      39";"      35";"      59"
"Mannen";"Werknemers";"L Verhuur en handel van onroerend goed";"2010";"      36";"      38";"      34";"      58"
"Mannen";"Werknemers";"L Verhuur en handel van onroerend goed";"2011";"      36";"      38";"      34";"      58"
"Mannen";"Werknemers";"L Verhuur en handel van onroerend goed";"2012";"      35";"      36";"      33";"      55"
"Mannen";"Werknemers";"L Verhuur en handel van onroerend goed";"2013";"      34";"      35";"      32";"      54"
"Mannen";"Werknemers";"L Verhuur en handel van onroerend goed";"2014";"      33";"      35";"      31";"      53"
"Mannen";"Werknemers";"L Verhuur en handel van onroerend goed";"2015";"      32";"      34";"      30";"      51"
"Mannen";"Werknemers";"L Verhuur en handel van onroerend goed";"2016";"      32";"      34";"      30";"      51"
"Mannen";"Werknemers";"L Verhuur en handel van onroerend goed";"2017*";"      32";"      34";"      30";"      51"
"Mannen";"Werknemers";"L Verhuur en handel van onroerend goed";"2018*";"      32";"      34";"      31";"      51"
"Mannen";"Werknemers";"M-N Zakelijke dienstverlening";"2008";"     807";"     866";"     681";"    1190"
"Mannen";"Werknemers";"M-N Zakelijke dienstverlening";"2009";"     764";"     817";"     642";"    1117"
"Mannen";"Werknemers";"M-N Zakelijke dienstverlening";"2010";"     733";"     800";"     639";"    1137"
"Mannen";"Werknemers";"M-N Zakelijke dienstverlening";"2011";"     750";"     817";"     651";"    1166"
"Mannen";"Werknemers";"M-N Zakelijke dienstverlening";"2012";"     744";"     810";"     644";"    1152"
"Mannen";"Werknemers";"M-N Zakelijke dienstverlening";"2013";"     740";"     805";"     640";"    1150"
"Mannen";"Werknemers";"M-N Zakelijke dienstverlening";"2014";"     757";"     821";"     657";"    1187"
"Mannen";"Werknemers";"M-N Zakelijke dienstverlening";"2015";"     803";"     862";"     688";"    1241"
"Mannen";"Werknemers";"M-N Zakelijke dienstverlening";"2016";"     842";"     901";"     724";"    1308"
"Mannen";"Werknemers";"M-N Zakelijke dienstverlening";"2017*";"     888";"     951";"     763";"    1378"
"Mannen";"Werknemers";"M-N Zakelijke dienstverlening";"2018*";"     926";"     991";"     794";"    1430"
"Mannen";"Werknemers";"M Specialistische zakelijke diensten";"2008";"     327";"     333";"     301";"     537"
"Mannen";"Werknemers";"M Specialistische zakelijke diensten";"2009";"     325";"     331";"     302";"     537"
"Mannen";"Werknemers";"M Specialistische zakelijke diensten";"2010";"     302";"     321";"     293";"     523"
"Mannen";"Werknemers";"M Specialistische zakelijke diensten";"2011";"     301";"     320";"     292";"     522"
"Mannen";"Werknemers";"M Specialistische zakelijke diensten";"2012";"     301";"     321";"     292";"     523"
"Mannen";"Werknemers";"M Specialistische zakelijke diensten";"2013";"     295";"     315";"     287";"     516"
"Mannen";"Werknemers";"M Specialistische zakelijke diensten";"2014";"     298";"     318";"     288";"     523"
"Mannen";"Werknemers";"M Specialistische zakelijke diensten";"2015";"     310";"     321";"     291";"     526"
"Mannen";"Werknemers";"M Specialistische zakelijke diensten";"2016";"     318";"     331";"     299";"     543"
"Mannen";"Werknemers";"M Specialistische zakelijke diensten";"2017*";"     323";"     335";"     303";"     545"
"Mannen";"Werknemers";"M Specialistische zakelijke diensten";"2018*";"     334";"     347";"     313";"     561"
"Mannen";"Werknemers";"N Verhuur en overige zakelijke diensten";"2008";"     480";"     533";"     380";"     653"
"Mannen";"Werknemers";"N Verhuur en overige zakelijke diensten";"2009";"     439";"     487";"     340";"     581"
"Mannen";"Werknemers";"N Verhuur en overige zakelijke diensten";"2010";"     431";"     479";"     347";"     614"
"Mannen";"Werknemers";"N Verhuur en overige zakelijke diensten";"2011";"     449";"     497";"     359";"     644"
"Mannen";"Werknemers";"N Verhuur en overige zakelijke diensten";"2012";"     443";"     489";"     352";"     629"
"Mannen";"Werknemers";"N Verhuur en overige zakelijke diensten";"2013";"     445";"     490";"     353";"     634"
"Mannen";"Werknemers";"N Verhuur en overige zakelijke diensten";"2014";"     459";"     502";"     368";"     664"
"Mannen";"Werknemers";"N Verhuur en overige zakelijke diensten";"2015";"     494";"     541";"     398";"     715"
"Mannen";"Werknemers";"N Verhuur en overige zakelijke diensten";"2016";"     524";"     571";"     425";"     765"
"Mannen";"Werknemers";"N Verhuur en overige zakelijke diensten";"2017*";"     565";"     616";"     460";"     833"
"Mannen";"Werknemers";"N Verhuur en overige zakelijke diensten";"2018*";"     592";"     644";"     481";"     869"
"Mannen";"Werknemers";"O-Q Overheid en zorg";"2008";"     704";"     754";"     676";"    1072"
"Mannen";"Werknemers";"O-Q Overheid en zorg";"2009";"     711";"     761";"     681";"    1085"
"Mannen";"Werknemers";"O-Q Overheid en zorg";"2010";"     686";"     735";"     656";"    1056"
"Mannen";"Werknemers";"O-Q Overheid en zorg";"2011";"     677";"     729";"     644";"    1037"
"Mannen";"Werknemers";"O-Q Overheid en zorg";"2012";"     665";"     715";"     631";"    1013"
"Mannen";"Werknemers";"O-Q Overheid en zorg";"2013";"     655";"     703";"     623";"    1002"
"Mannen";"Werknemers";"O-Q Overheid en zorg";"2014";"     642";"     694";"     615";"     993"
"Mannen";"Werknemers";"O-Q Overheid en zorg";"2015";"     638";"     689";"     608";"     975"
"Mannen";"Werknemers";"O-Q Overheid en zorg";"2016";"     634";"     685";"     603";"     971"
"Mannen";"Werknemers";"O-Q Overheid en zorg";"2017*";"     637";"     687";"     602";"     967"
"Mannen";"Werknemers";"O-Q Overheid en zorg";"2018*";"     640";"     691";"     604";"     966"
"Mannen";"Werknemers";"O Openbaar bestuur en overheidsdiensten";"2008";"     304";"     323";"     311";"     503"
"Mannen";"Werknemers";"O Openbaar bestuur en overheidsdiensten";"2009";"     308";"     326";"     315";"     513"
"Mannen";"Werknemers";"O Openbaar bestuur en overheidsdiensten";"2010";"     307";"     326";"     310";"     508"
"Mannen";"Werknemers";"O Openbaar bestuur en overheidsdiensten";"2011";"     299";"     318";"     301";"     492"
"Mannen";"Werknemers";"O Openbaar bestuur en overheidsdiensten";"2012";"     292";"     311";"     294";"     480"
"Mannen";"Werknemers";"O Openbaar bestuur en overheidsdiensten";"2013";"     290";"     309";"     293";"     481"
"Mannen";"Werknemers";"O Openbaar bestuur en overheidsdiensten";"2014";"     283";"     306";"     289";"     476"
"Mannen";"Werknemers";"O Openbaar bestuur en overheidsdiensten";"2015";"     280";"     303";"     284";"     463"
"Mannen";"Werknemers";"O Openbaar bestuur en overheidsdiensten";"2016";"     276";"     299";"     280";"     457"
"Mannen";"Werknemers";"O Openbaar bestuur en overheidsdiensten";"2017*";"     275";"     298";"     278";"     451"
"Mannen";"Werknemers";"O Openbaar bestuur en overheidsdiensten";"2018*";"     276";"     298";"     279";"     449"
"Mannen";"Werknemers";"P Onderwijs";"2008";"     199";"     217";"     182";"     290"
"Mannen";"Werknemers";"P Onderwijs";"2009";"     200";"     217";"     181";"     288"
"Mannen";"Werknemers";"P Onderwijs";"2010";"     185";"     201";"     170";"     268"
"Mannen";"Werknemers";"P Onderwijs";"2011";"     182";"     199";"     165";"     263"
"Mannen";"Werknemers";"P Onderwijs";"2012";"     178";"     195";"     161";"     255"
"Mannen";"Werknemers";"P Onderwijs";"2013";"     173";"     188";"     156";"     246"
"Mannen";"Werknemers";"P Onderwijs";"2014";"     170";"     186";"     155";"     245"
"Mannen";"Werknemers";"P Onderwijs";"2015";"     170";"     184";"     153";"     241"
"Mannen";"Werknemers";"P Onderwijs";"2016";"     171";"     184";"     153";"     243"
"Mannen";"Werknemers";"P Onderwijs";"2017*";"     172";"     185";"     153";"     243"
"Mannen";"Werknemers";"P Onderwijs";"2018*";"     172";"     186";"     152";"     243"
"Mannen";"Werknemers";"Q Gezondheids- en welzijnszorg";"2008";"     200";"     215";"     183";"     278"
"Mannen";"Werknemers";"Q Gezondheids- en welzijnszorg";"2009";"     203";"     218";"     185";"     284"
"Mannen";"Werknemers";"Q Gezondheids- en welzijnszorg";"2010";"     194";"     208";"     177";"     279"
"Mannen";"Werknemers";"Q Gezondheids- en welzijnszorg";"2011";"     196";"     211";"     178";"     281"
"Mannen";"Werknemers";"Q Gezondheids- en welzijnszorg";"2012";"     194";"     209";"     176";"     277"
"Mannen";"Werknemers";"Q Gezondheids- en welzijnszorg";"2013";"     192";"     206";"     174";"     276"
"Mannen";"Werknemers";"Q Gezondheids- en welzijnszorg";"2014";"     188";"     203";"     171";"     272"
"Mannen";"Werknemers";"Q Gezondheids- en welzijnszorg";"2015";"     188";"     202";"     171";"     271"
"Mannen";"Werknemers";"Q Gezondheids- en welzijnszorg";"2016";"     188";"     202";"     170";"     271"
"Mannen";"Werknemers";"Q Gezondheids- en welzijnszorg";"2017*";"     190";"     205";"     172";"     273"
"Mannen";"Werknemers";"Q Gezondheids- en welzijnszorg";"2018*";"     192";"     207";"     173";"     274"
"Mannen";"Werknemers";"R-U Cultuur, recreatie, overige diensten";"2008";"     102";"     121";"      88";"     146"
"Mannen";"Werknemers";"R-U Cultuur, recreatie, overige diensten";"2009";"     102";"     121";"      88";"     146"
"Mannen";"Werknemers";"R-U Cultuur, recreatie, overige diensten";"2010";"     101";"     123";"      86";"     147"
"Mannen";"Werknemers";"R-U Cultuur, recreatie, overige diensten";"2011";"     102";"     125";"      85";"     146"
"Mannen";"Werknemers";"R-U Cultuur, recreatie, overige diensten";"2012";"      99";"     122";"      83";"     141"
"Mannen";"Werknemers";"R-U Cultuur, recreatie, overige diensten";"2013";"      95";"     116";"      80";"     136"
"Mannen";"Werknemers";"R-U Cultuur, recreatie, overige diensten";"2014";"      94";"     115";"      78";"     135"
"Mannen";"Werknemers";"R-U Cultuur, recreatie, overige diensten";"2015";"      94";"     115";"      77";"     133"
"Mannen";"Werknemers";"R-U Cultuur, recreatie, overige diensten";"2016";"      95";"     116";"      78";"     135"
"Mannen";"Werknemers";"R-U Cultuur, recreatie, overige diensten";"2017*";"      97";"     119";"      81";"     139"
"Mannen";"Werknemers";"R-U Cultuur, recreatie, overige diensten";"2018*";"     100";"     122";"      83";"     142"
"Mannen";"Werknemers";"R Cultuur, sport en recreatie";"2008";"      51";"      64";"      41";"      68"
"Mannen";"Werknemers";"R Cultuur, sport en recreatie";"2009";"      51";"      64";"      41";"      68"
"Mannen";"Werknemers";"R Cultuur, sport en recreatie";"2010";"      50";"      63";"      41";"      69"
"Mannen";"Werknemers";"R Cultuur, sport en recreatie";"2011";"      50";"      63";"      40";"      69"
"Mannen";"Werknemers";"R Cultuur, sport en recreatie";"2012";"      49";"      62";"      40";"      67"
"Mannen";"Werknemers";"R Cultuur, sport en recreatie";"2013";"      48";"      60";"      39";"      66"
"Mannen";"Werknemers";"R Cultuur, sport en recreatie";"2014";"      49";"      60";"      39";"      66"
"Mannen";"Werknemers";"R Cultuur, sport en recreatie";"2015";"      48";"      60";"      39";"      66"
"Mannen";"Werknemers";"R Cultuur, sport en recreatie";"2016";"      49";"      61";"      39";"      67"
"Mannen";"Werknemers";"R Cultuur, sport en recreatie";"2017*";"      50";"      63";"      40";"      69"
"Mannen";"Werknemers";"R Cultuur, sport en recreatie";"2018*";"      52";"      65";"      42";"      72"
"Mannen";"Werknemers";"S Overige dienstverlening";"2008";"      51";"      56";"      46";"      76"
"Mannen";"Werknemers";"S Overige dienstverlening";"2009";"      51";"      56";"      46";"      76"
"Mannen";"Werknemers";"S Overige dienstverlening";"2010";"      48";"      53";"      42";"      73"
"Mannen";"Werknemers";"S Overige dienstverlening";"2011";"      47";"      52";"      42";"      72"
"Mannen";"Werknemers";"S Overige dienstverlening";"2012";"      45";"      50";"      39";"      67"
"Mannen";"Werknemers";"S Overige dienstverlening";"2013";"      42";"      47";"      37";"      64"
"Mannen";"Werknemers";"S Overige dienstverlening";"2014";"      41";"      45";"      36";"      62"
"Mannen";"Werknemers";"S Overige dienstverlening";"2015";"      41";"      45";"      35";"      62"
"Mannen";"Werknemers";"S Overige dienstverlening";"2016";"      41";"      45";"      36";"      62"
"Mannen";"Werknemers";"S Overige dienstverlening";"2017*";"      42";"      46";"      36";"      63"
"Mannen";"Werknemers";"S Overige dienstverlening";"2018*";"      42";"      46";"      37";"      63"
"Mannen";"Werknemers";"T Huishoudens";"2008";"       1";"       2";"       1";"       1"
"Mannen";"Werknemers";"T Huishoudens";"2009";"       1";"       2";"       1";"       1"
"Mannen";"Werknemers";"T Huishoudens";"2010";"       4";"       8";"       3";"       5"
"Mannen";"Werknemers";"T Huishoudens";"2011";"       4";"      10";"       3";"       5"
"Mannen";"Werknemers";"T Huishoudens";"2012";"       5";"      11";"       4";"       6"
"Mannen";"Werknemers";"T Huishoudens";"2013";"       4";"       9";"       4";"       6"
"Mannen";"Werknemers";"T Huishoudens";"2014";"       5";"       9";"       4";"       6"
"Mannen";"Werknemers";"T Huishoudens";"2015";"       5";"      10";"       3";"       6"
"Mannen";"Werknemers";"T Huishoudens";"2016";"       5";"      10";"       4";"       6"
"Mannen";"Werknemers";"T Huishoudens";"2017*";"       5";"      10";"       4";"       7"
"Mannen";"Werknemers";"T Huishoudens";"2018*";"       5";"      11";"       4";"       7"
"Mannen";"Werknemers";"U Extraterritoriale organisaties";"2008";"       .";"       .";"       .";"       ."
"Mannen";"Werknemers";"U Extraterritoriale organisaties";"2009";"       .";"       .";"       .";"       ."
"Mannen";"Werknemers";"U Extraterritoriale organisaties";"2010";"       .";"       .";"       .";"       ."
"Mannen";"Werknemers";"U Extraterritoriale organisaties";"2011";"       .";"       .";"       .";"       ."
"Mannen";"Werknemers";"U Extraterritoriale organisaties";"2012";"       .";"       .";"       .";"       ."
"Mannen";"Werknemers";"U Extraterritoriale organisaties";"2013";"       .";"       .";"       .";"       ."
"Mannen";"Werknemers";"U Extraterritoriale organisaties";"2014";"       .";"       .";"       .";"       ."
"Mannen";"Werknemers";"U Extraterritoriale organisaties";"2015";"       .";"       .";"       .";"       ."
"Mannen";"Werknemers";"U Extraterritoriale organisaties";"2016";"       .";"       .";"       .";"       ."
"Mannen";"Werknemers";"U Extraterritoriale organisaties";"2017*";"       .";"       .";"       .";"       ."
"Mannen";"Werknemers";"U Extraterritoriale organisaties";"2018*";"       .";"       .";"       .";"       ."
"Mannen";"Zelfstandigen";"A-U Alle economische activiteiten";"2008";"     705";"     945";"     652";"    1563"
"Mannen";"Zelfstandigen";"A-U Alle economische activiteiten";"2009";"     694";"     939";"     644";"    1530"
"Mannen";"Zelfstandigen";"A-U Alle economische activiteiten";"2010";"     697";"     956";"     654";"    1541"
"Mannen";"Zelfstandigen";"A-U Alle economische activiteiten";"2011";"     714";"     994";"     672";"    1559"
"Mannen";"Zelfstandigen";"A-U Alle economische activiteiten";"2012";"     730";"    1011";"     681";"    1568"
"Mannen";"Zelfstandigen";"A-U Alle economische activiteiten";"2013";"     731";"    1004";"     685";"    1563"
"Mannen";"Zelfstandigen";"A-U Alle economische activiteiten";"2014";"     751";"    1029";"     702";"    1613"
"Mannen";"Zelfstandigen";"A-U Alle economische activiteiten";"2015";"     756";"    1054";"     725";"    1664"
"Mannen";"Zelfstandigen";"A-U Alle economische activiteiten";"2016";"     769";"    1076";"     744";"    1702"
"Mannen";"Zelfstandigen";"A-U Alle economische activiteiten";"2017*";"     773";"    1080";"     747";"    1710"
"Mannen";"Zelfstandigen";"A-U Alle economische activiteiten";"2018*";"     780";"    1094";"     756";"    1717"
"Mannen";"Zelfstandigen";"A Landbouw, bosbouw en visserij";"2008";"      70";"      94";"      68";"     195"
"Mannen";"Zelfstandigen";"A Landbouw, bosbouw en visserij";"2009";"      69";"      92";"      67";"     191"
"Mannen";"Zelfstandigen";"A Landbouw, bosbouw en visserij";"2010";"      69";"      93";"      66";"     189"
"Mannen";"Zelfstandigen";"A Landbouw, bosbouw en visserij";"2011";"      68";"      94";"      65";"     188"
"Mannen";"Zelfstandigen";"A Landbouw, bosbouw en visserij";"2012";"      67";"      93";"      65";"     186"
"Mannen";"Zelfstandigen";"A Landbouw, bosbouw en visserij";"2013";"      66";"      89";"      64";"     181"
"Mannen";"Zelfstandigen";"A Landbouw, bosbouw en visserij";"2014";"      66";"      89";"      64";"     181"
"Mannen";"Zelfstandigen";"A Landbouw, bosbouw en visserij";"2015";"      66";"      90";"      63";"     181"
"Mannen";"Zelfstandigen";"A Landbouw, bosbouw en visserij";"2016";"      67";"      91";"      65";"     186"
"Mannen";"Zelfstandigen";"A Landbouw, bosbouw en visserij";"2017*";"      67";"      92";"      65";"     186"
"Mannen";"Zelfstandigen";"A Landbouw, bosbouw en visserij";"2018*";"      67";"      92";"      66";"     186"
"Mannen";"Zelfstandigen";"B Delfstoffenwinning";"2008";"       0";"       0";"       0";"       0"
